AphiaID,Taxon,ZooHabitat
163913,Tintinnopsis campanula,
163922,Ctenophora pulchella,
163932,Ceratoneis closterium,
163934,Protoperidinium curvipes,
163938,Ceratoneis gracilis,
163975,Coelastrum microporum,
164053,Pyrocystis lunula,
164061,Pediastrum duplex,
164076,Scenedesmus arcuatus,
164085,Diploneis stroemii,
164096,Characiaceae,
164108,Bacteriastrum delicatulum,
164110,Bacteriastrum furcatum,
164116,Odontella mobiliensis,
172264,Eutreptiella hirudoidea,
172321,Peritromus,
172375,Fallacia,
172385,Fragilaria capucina var. capucina,
172418,Fragilariopsis cylindrus,
172431,Favella,
172434,Helicostomella,
172436,Fragilariopsis oceanica,
172460,Protoperidinium diabolum,
172469,Pteromonas,
172484,Crucigeniella,
172485,Crucigeniella apiculata,
172607,Licmophora debilis,
172614,Licmophora gracilis var. gracilis,
172797,Navicula granii,
172798,Stauroneis granii,
172799,Navicula gregaria,
172813,Pterospermataceae,
172815,Hexasterias problematica,
172836,Navicula pelagica,
175317,Navicula derasa var. transitans,
175319,Navicula transitans var. transitans,
175320,Navicula transitans var. derasa,
175321,Navicula transitans var. derasa f. delicatula,
175326,Navicula vanhoeffenii,
175335,Navicula viridula var. rostellata,
175400,Nitzschia frigida,
175425,Nitzschia lorenziana,
175560,Petrodictyon gemma,
175573,Petroneis humerosa,
175584,Phaeodactylum tricornutum,
175738,Pseudo-nitzschia multiseries,
175749,Pseudo-nitzschia seriata f. seriata,
175750,Pseudo-nitzschia seriata f. obtusa,
175790,Rhabdonema minutum,
175794,Rhoicosphenia abbreviata,
176294,Tabularia tabulata,
176362,Asterionella frauenfeldii,
176371,Thalassiophysa hyalina,
176385,Tryblionella,
176393,Tryblionella apiculata,
176410,Nitzschia coarctata,
176420,Tryblionella levidensis,
176534,Tryblionella navicularis,
176540,Tryblionella punctata,
177108,Cyanodictyon,
177112,Cyanodictyon planctonicum,
177121,Cyanonephron,
177122,Cyanonephron styloides,
177138,Lemmermanniella,
177140,Lemmermanniella pallida,
177155,Lemmermanniella parva,
177158,Merismopedia elegans,
177399,Microcystis reinboldii,
177465,Snowella fennica,
177473,Snowella litoralis,
177480,Snowella septentrionalis,
177482,Synechocystis,
177506,Limnothrix,
177508,Limnothrix redekei,
177572,Planktolyngbya contorta,
177576,Planktolyngbya limnetica,
177583,Planktothrix mougeotii,
177588,Pseudanabaena,
177590,Pseudanabaena limnetica,
177592,Pseudanabaena mucicola,
177595,Romeria,
177604,Trichodesmium,
177635,Anabaena baltica,
178050,Campylodiscus innominatus,
178059,Campyloneis,
178126,Cerataulus radiatus,
178185,Chaetoceros peruvianus,
178194,Chaetoceros filiformis,
178201,Chaetoceros rostratus,
178204,Chaetoceros gracilis,
178215,Chaetoceros dichaeta,
178229,Chaetoceros pseudocurvisetus,
178582,Eutreptia,
178583,Chlamydomonas,
178587,Chlamydomonas coccoides,
178589,Dunaliella,
178594,Synura,
178595,Synura uvella,
178597,Coccolithaceae,
178598,Coccolithus,
178600,Coccolithus pelagicus,
178604,Kephyrion spirale,
178609,Lagerheimia,
178610,Lagerheimia genevensis,
178611,Oocystis,
178613,Oocystis parva,
178617,Crucigenia,
178619,Crucigenia tetrapedia,
178623,Dictyosphaerium,
178625,Dictyosphaerium ehrenbergianum,
178734,Chlorogonium,
178825,Stenosemella,
178847,Fusopsis incertae sedis,
178919,Pandorina colony,
178933,Dictyosphaerium pulchellum,
178934,Oocystis solitaria,
178949,Tetraedron,
178956,Tetraedron minimum,
178959,Pseudostaurastrum hastatum,
178962,Crucigenia quadrata,
179174,Amphiprora hyperborea,
179314,Lacrymaria,
179320,Mesodinium,
179321,Mesodinium pulex,
179573,Cocconeis pseudomarginata,
179596,Corethron hystrix,
179616,Coscinodiscus perforatus var. pavillardii,
179674,Cymatopleura librile,
179688,Cymatosira lorenziana,
179785,Dactyliosolen antarcticus,
179786,Dactyliosolen blavyanus,
179790,Zygoceros surirella,
179893,Pinnularia crabro,
180314,Grammatophora hamulifera,
180325,Gyrosigma macrum,
180366,Hemidiscus,
180367,Hemidiscus cuneiformis,
180390,Lyrella,
183533,Tintinnidae,
183543,Eutintinnus,
183556,Acanthostomella norvegica,
183557,Eutintinnus elongatus,
183566,Salpingella,
183574,Xystonella,
196078,Branchiostomatidae,NYA
196121,Caprellidea,N/A
117368,Clytia hemisphaerica,Meroplankton
196768,Pacillina arctica,
196804,Climacodium frauenfeldianum,
196805,Rhizosolenia acuminata,
196808,Rhizosolenia alata f. curvirostris,
196811,Rhizosolenia bergonii,
196813,Neodenticula seminae,
196815,Planktoniella sol,
196817,Nitzschia sigma rigida,
196820,Ceratium bucephalum,
196822,Ceratium lunula,
196824,Ceratium platycorne,
196828,Triadinium polyedricum,
196830,Cystodinium,
196831,Radiolaria,
196832,Zoothamnium pelagicum,
196835,Favella serrata,
196836,Parafavella,
196837,Parafavella gigantea,
117452,Corymorpha nutans,Meroplankton
220843,Clausocalanus farrani,NYA
117491,Sarsia tubulosa,Meroplankton
117515,Eutima gracilis,Meroplankton
231762,Dicroerisma,
231778,Metaphalacroma,
231787,Akashiwo,
231788,Karenia,
231789,Karlodinium,
231790,Lepidodinium,
231793,Erythropsidinium,
231796,Amphidomataceae,
231798,Gambierdiscus,
231799,Lingulodinium,
231802,Bysmatrum,
231803,Ensiculifera,
231809,Lessardia,
231845,Kolkwitziellaceae,
231851,Exuviella,
231873,Alexandrium catenella,
231883,Pleurosigma planctonicum,
231884,Pleurosigma simonsenii,
231885,Prorocentrum mexicanum,
231887,Rhizosolenia indica,
231888,Stephanopyxis palmeriana,
232069,Mesodinium rubrum,
232076,Tintinnopsis minuta,
232110,Dicroerisma psilonereiella,
232155,Dinophysis borealis,
232259,Pyrocystis hamulus,
232261,Dinophysis sacculus,
232298,Prorocentrum rhathymum,
232376,Prorocentrum cordatum,
232491,Phalacroma mitra,
232492,Phalacroma rapa,
232496,Dinophysis nasuta,
232516,Mesoporos perforatus,
232532,Sinophysis stenosoma,
232546,Akashiwo sanguinea,
232584,Amphidinium glaucum,
232598,Pyrophacus horologium,
232601,Fragilidinium,
232625,Podolampas palmipes,
232650,Cochlodinium polykrikoides,
232703,Lessardia elongata,
232716,Gymnodinium aureolum,
232765,Gymnodinium galeatum,
232777,Protoperidinium venustum,
232778,Gymnodinium heterostriatum,
232785,Gymnodinium impudicum,
232792,Gymnodinium irregulare,
232824,Protoperidinium tuba,
232837,Protoperidinium paulsenii,
232859,Gymnodinium roseostigma,
232861,Protoperidinium thulense,
232880,Gymnodinium verruculosum,
232897,Protoperidinium stellatum,
232901,Gyrodinium aciculatum,
232921,Protoperidinium globulus,
232931,Gyrodinium falcatum,
232943,Gyrodinium fusus,
232998,Gyrodinium striatissimum,
233015,Karenia brevis,
233024,Karenia mikimotoi,
233027,Karlodinium micrum,
233037,Karlodinium veneficum,
233050,Protoperidinium parthenopes,
233061,Protoperidinium pacificum,
233093,Scrippsiella hangoei,
233113,Nematodinium torpedo,
233115,Proterythropsis vigilans,
233144,Warnowia polyphemus,
233165,Kofoidinium lebourae,
233176,Protoperidinium marielebourae,
233180,Pronoctiluca acuta,
233194,Amphidoma acuminata,
233231,Protoperidinium latidorsale,
233257,Protoperidinium incognitum,
233263,Protoperidinium humile,
233351,Cladopyxis claytonii,
233352,Cladopyxis setifera,
233353,Protoperidinium elongatum,
233357,Protoperidinium elegans,
233369,Peridiniella danica,
233386,Goniodoma polyedricum,
233390,Protoperidinium decipiens,
233447,Alexandrium margalefii,
233469,Alexandrium pseudogoniaulax,
233480,Amylax buxus ,
233592,Lingulodinium polyedrum,
233615,Heterocapsa lanceolata,
233619,Heterocapsa minima,
233620,Heterocapsa niei,
233625,Heterocapsa pygmaea,
233635,Lebouraia pusilla,
233754,Corythodinium curvicaudatum,
233759,Fibrocapsa,
233761,Fibrocapsa japonica,
233763,Olisthodiscus,
233776,Chattonella,
233778,Chattonella antiqua,
233782,Chattonella verruculosa,
233804,Peridinium quinquecorne,
233805,Protoperidinium quinquecorne,
233835,Ensiculifera carinata,
233857,Oxytoxum criophilum,
233868,Oxytoxum variabile,
233870,Oxytoxum gracile,
233871,Oxytoxum turbo,
117561,Euphysa aurata,Meroplankton
117725,Laodicea undulata,Meroplankton
235747,Acantharea,
235759,Coxliella helix,
235761,Favella ehrenbergii,
235802,Acanthoica quattrospina,
235823,Gephyrocapsa,
235825,Pleurochrysis,
235828,Calyptrosphaera,
235913,Algirosphaera robusta,
235922,Braarudosphaera bigelowii,
235934,Coronosphaera,
235937,Umbellosphaera,
235969,Pleurochrysis carterae,
235979,Syracosphaera pulchra,
235993,Coccolithophorid,
236039,Syracosphaera molischii,
236816,Gammariida,Ambiguous
117755,Mitrocomella polydiademata,Meroplankton
117791,Leuckartiara octona,Meroplankton
237966,Calocalanus tenuis,NYA
237968,Pareucalanus attenuatus,NYA
237984,Monothula subtilis,NYA
238840,Cryptomonas curvata,
240437,Helicostomella subulata,
246593,Karenia cf. papilionacea,
246598,Pfiesteria piscicida,
246604,Pseudo-nitzschia australis,
246605,Pseudo-nitzschia calliantha,
246606,Pseudo-nitzschia fraudulenta,
246608,Pseudo-nitzschia multistriata,
246835,Alexandrium andersonii,
247913,Tiarina,
247915,Tintinnidium,
117804,Phialella quadrata,Meroplankton
247943,Tiarina fusus,
247944,Tintinnidium mucicola,
117836,Proboscidactyla stellata,Meroplankton
248058,Eucampia cornuta,
248060,Thalassiothrix mediterranea,
248063,Haslea wawrikae,
248064,Dactyliosolen phuketensis,
248066,Bacteriastrum comosum,
248069,Asterolampra,
248074,Toxarium,
248075,Toxarium undulatum,
248076,Toxarium hennedyanum,
248081,Climacosphenia,
248088,Pleurosigma directum,
248096,Apedinella,
248097,Apedinella radians,
248098,Apedinella spinifera,
248099,Aphanizomenon flos-aquae,
248103,Botryococcus,
248104,Botryococcus braunii,
248110,Chrysococcus,
248111,Chrysococcus rufescens,
248112,Cryptomonas marssonii,
248118,Durinskia baltica,
248121,Eutreptiella braarudii,
248126,Koliella longiseta,
248129,Meringosphaera mediterranea,
248134,Monoraphidium griffithii,
248135,Monoraphidium mirabile,
248137,Mougeotia,
248139,Nitzschia lorenziana var. incerta,
248140,Nitzschia reversa,
248141,Oocystis borgei,
248144,Oocystis pelagica,
248146,Stauridium tetras,
248147,Pediastrum tetras,
248148,Pedinella,
248149,Pseudopedinella elastica,
248153,Rhodomonas lens,
248158,Scenedesmus ecornis,
248166,Schroederia setigera,
248170,Sphaerocystis schroeteri,
248171,Tetraselmis cordiformis,
248172,Uroglena,
248178,Holococcolithophorid,
248180,Nanoneis hasleae,
248181,Proboscia truncata,
249689,Chromulina,
249704,Aphanothece parallelliformis,
249711,Desmodesmus,
249713,Desmodesmus maximus,
249721,Mallomonas,
249722,Mallomonas akrokomos,
249725,Ochromonas,
249731,Pavlova,
251726,Synedra toxoneides var. curvata,
251728,Proboscia alata f. alata,
251744,Asteroplanus species,
251745,Asteroplanus karianus,
117848,Rathkea octopunctata,Meroplankton
254445,Trigonium,
254723,Parafavella denticulata,
117978,Tiaropsis multicirrata,Meroplankton
273571,Symphodus melops,NYA
291403,Ephemera,
291417,Paraphysomonas,
292684,Acari,NYA
292726,Lioloma,
292728,Lioloma delicatulum,
292893,Cyclotrichiida,
292896,Myrionecta rubra,
292897,Askenasia,
292898,Askenasia stellaris,
292899,Balanion,
292923,Favella helgolandica,
292924,Proplectella,
292925,Rhabdoaskenasia,
293496,Teleostei,N/A
293852,Microniscus,NYA
293884,Praniza,NYA
325345,Pteropoda,NYA
325384,Themisto gaudichaudii,NYA
117988,Hybocodon prolifer,Meroplankton
341285,Centrales,
341285,Centrales,
341285,Centrales,
341295,Cyclotrichium,
341300,Daturella,
341301,Didinium,
341353,Choreotrichida,
341375,Entomoneis paludosa var. hyperborea,
341472,Chaetoceros bulbosus,
341473,Chaetoceros castracanei,
341484,Coscinodiscus oculus-iridis,
341487,Odontella weissflogii,
341496,Corethron pennatum,
341501,Proboscia inermis,
341502,Rhizosolenia chunii,
341536,Synedropsis hyperboreoides,
341542,Ephemera planamembranacea,
341546,Membraneis challengeri,
341558,Fragilariopsis pseudonana,
341566,Nitzschia bicapitata,
341609,Pterosperma parallelum,
341610,Pterosperma polygonum,
341668,Epiplocylis undella,
341692,Pelagostrobilidium spirale,
342471,Fritillariinae,NYA
345251,Pseudoamallothrix ovata,NYA
345436,Brachiomonas,
345437,Brachiomonas submarina,
345439,Tintinnopsis cylindrica,
345461,Chrysamoeba,
345464,Eunotogramma dubium,
345465,Ochrophyta,
345475,Fragilaria oblonga,
345481,Lepidodinium chlorophorum,
345484,Mediopyxis,
345485,Mediopyxis helysia,
345491,Neocalyptrella robusta,
345492,Odontella aurita var. minima,
345493,Odontella minima,
345498,Parapedinella,
345506,Podosira stelliger,
345513,Proboscia indica,
345525,Subsiliceae,
345526,Subsilicea fragilarioides,
345529,Thalassiosira aestivalis,
345531,Thalassiosira constricta,
345546,Thalassiosira lineata,
345550,Thalassiosira tenera,
123080,Asteroidea,Meroplankton
345881,Pterosperma vanhoeffenii,
345882,Pterosperma moebii,
345883,Ptychocylis urnula,
123084,Ophiuroidea,Meroplankton
123776,Asterias rubens,Meroplankton
123922,Luidia sarsii,Meroplankton
128545,Phoronis,Meroplankton
128549,Phoronis muelleri,Meroplankton
129437,Pectinaria,Meroplankton
346510,Goniopsyllus rostratus,NYA
129646,Autolytus,Meroplankton
135259,Cyanea,Meroplankton
135263,Aurelia spp. ephyra,Meroplankton
360288,Scolecithricella bradyi,NYA
135301,Cyanea capillata,Meroplankton
135302,Cyanea lamarckii,Meroplankton
368664,Charophyta,
369190,Haptophyta,
369319,Actinomonas,
369960,Octactis,
370197,Scherffelia,
370366,Chaetoceros (Hyalochaete) ,
370367,Chaetoceros (Phaeoceros),
370563,Plagioselmis nannoplanctica,
375788,Dictyocha crux,
375790,Dictyocha staurodon,
375883,Pseudo-nitzschia granii,
375891,Resultor mikron,
375958,Ciliophrys infusionum,
375970,Octactis octonaria,
376081,Pterosperma cristatum,
376082,Pterosperma marginatum,
376083,Pterosperma nationalis,
376084,Pterosperma undulatum,
376565,Thecadinium yashimaense,
376667,Skeletonema marinoi,
376690,Pterosperma cuboides,
383017,Achelata,NYA
388485,Pseudopedinella thomsenii,
388924,Alexandrium tamutum,
389491,Telonema antarcticum,
390664,Eudorina,
390665,Eudorina elegans,
391508,Azadinium,
391509,Azadinium spinosum,
391906,Tornaria,NYA
393172,Nostoc,
393573,Cyrtostrombidium,
394598,Asteromphalus sarcophagus,
394840,Attheya armata,
410617,Tintinnidium fluviatile,
135306,Aurelia aurita,Meroplankton
411764,Pseudo-nitzschia heimii,
411767,Pseudo-nitzschia subcurvata,
138101,Lamellaria spp. larva,Meroplankton
414712,Scuticociliatia,
415082,Ascampbelliella,
416120,Ulnaria,
146142,Cyphonautes,Meroplankton
416226,Euryarchaeota,
416523,Acartia clausii,NYA
417184,Helicostomella fusiformis,
417214,Eutintinnus pectinis,
417228,Salpingella acuminata,
417328,Didinium nasutum,
418136,Gonyaulax digitalis,
418143,Peridinium aciculiferum,
418160,Pseudopfiesteria shumwayae,
418221,Pseudo-nitzschia subfraudulenta,
418222,Pseudo-nitzschia subpacifica,
418285,Lyrella hennedyi,
418510,Chaetoceros neogracile,
418540,Hemiaulus membranaceus,
418546,Ditylum sol,
418547,Melosira moniliformis,
418591,Odontella longicruris,
418624,Diatoma vulgaris,
418636,Ulnaria acus,
418643,Grammatophora macilenta,
418646,Lioloma pacificum,
418647,Thalassionema bacillare,
421139,Amphibalanus improvisus,NYA
422708,Ceratium horridum var. buceros,
423767,Steenstrupia nutans,NYA
425487,Prostomatea,
425488,Prorodontida,
425497,Tintinnida,
425509,Oligotrichia,
425519,Heterotrichea,
425626,Urotricha,
427290,Balanion comatum,
427420,Tintinnopsis magna,
427430,Tintinnopsis rapa,
427725,Strombidium cornucopiae,
427744,Tontonia ovalis,
437911,Rhizophydiales,
447730,Bellerochea horologicalis,
447739,Hippodonta capitata,
447744,Ulnaria ulna,
447745,Tryblionella hungarica,
447746,Tryblionella compressa,
447750,Crucigeniella rectangularis,
447753,Monomorphina group,
447754,Monomorphina pyrum,
450616,Neostreptotheca,
450619,Minutocellus,
450723,Lennoxia,
450729,Coscinodiscopsis commutata,
451665,Komma caudata,
464444,Attheya longicornis,
464449,Minutocellus polymorphus,
465382,Cerataulina bicornis,
465389,Chaetoceros criophilus,
465390,Chaetoceros dadayi,
465524,Chaetoceros gracilis,
465546,Discostella pseudostelligera,
478556,Pseudo-nitzschia americana,
478557,Cosmarium,
478559,Hermesinum,
487770,Limnocalanus macrurus macrurus,NYA
493821,Coccolithales,
493993,Calciodinelloideae,
494056,Neoceratium,
494057,Tripos,
494102,Oltmannsiellopsis,
494309,Uronema,
495332,Thalassiosira kushirensis,
495333,Pyramimonas disomata,
495357,Hippodonta lesmonensis,
495363,Tripos muelleri,
495385,Oltmannsiella lineata,
495390,Kofoidinium velelloides,
495629,Neoceratium arcticum,
495630,Neoceratium arietinum,
495633,Neoceratium azoricum,
495635,Neoceratium belone,
495637,Neoceratium bigelowii,
495638,Neoceratium breve,
495640,Neoceratium candelabrum,
495641,Neoceratium carnegiei,
495644,Neoceratium compressum,
495646,Neoceratium contortum,
495648,Neoceratium declinatum,
495655,Neoceratium extensum,
495656,Neoceratium falcatiforme,
495659,Neoceratium furca,
495660,Neoceratium fusus,
495662,Neoceratium gibberum,
495663,Neoceratium gravidum,
495664,Neoceratium hexacanthum,
495666,Neoceratium horridum,
495669,Neoceratium inflatum,
495671,Neoceratium kofoidii,
495673,Neoceratium limulus,
495674,Neoceratium lineatum,
495675,Neoceratium longipes,
495676,Neoceratium longirostrum,
495678,Neoceratium macroceros,
495679,Neoceratium massiliense,
495680,Neoceratium minutum,
495685,Neoceratium pentagonum,
495687,Neoceratium platycorne,
495690,Neoceratium pulchellum,
495691,Neoceratium ranipes,
495696,Neoceratium setaceum,
495697,Neoceratium symmetricum,
495700,Neoceratium teres,
495701,Neoceratium trichoceros,
495702,Neoceratium tripos,
495703,Neoceratium uncinus,
495704,Neoceratium vultur,
502171,Thalassiothrix delicatula,
503615,Gymnodinium parvum,
510916,Paraeuchaeta acuta,NYA
520952,Pseudodifflugia,
526636,Oltmannsiellopsis viridis,
531445,Pseudochattonella,
531446,Pseudochattonella verruculosa,
531467,Pseudochattonella farcimen,
532029,Chlorella vulgaris,
536209,Alveolata,
547444,Chattonella marina var. antiqua,
547527,Nematopsides vigilans,
547544,Rhizosolenia setigera f. pungens,
547730,Pterosperma michaelsarsii,
549205,Lennoxia faveolata,
549213,Nitzschia pellucida,
549214,Nitzschia rectilonga,
549221,Thalassiosira conferta,
555052,Thalassionema frauenfeldii,
555264,Thalassiosira delicatula,
555293,Thalassiosira minuscula,
555806,Desmodesmus costatogranulatus,
555889,Calciosolenia brasiliensis,
555900,Coccolithus pelagicus f. hyalinus,
558243,Bacillaria paxillifera,
558764,Monoraphidium arcuatum,
146419,Vertebrata,Meroplankton
562620,Dinozoa,
562628,Ellobiopsis,NYA
562870,Choanozoa,
562871,Choanofila,
565148,Slabberia halterata,NYA
565154,Codonium proliferum,NYA
565161,Stauridiosarsia gemmifera,NYA
567048,Commation,
567120,Rhizosolenia borealis,
570461,Stephanodiscus agassizensis,
571649,Glenodinium pilula,
571998,Chrysochromulina parva,
572005,Closteriopsis longissima,
572025,Cryptomonas rostrata,
572032,Dinobryon acuminatum,
572080,Ankyra judayi,
572081,Selenastrum,
573437,Coscinodiscus sol,
573446,Shionodiscus oestrupii,
573458,Dicladia antennata,
573470,Fragilaria unipunctata,
573481,Leptocylindrus curvatus,
573482,Lioloma elongatum,
573486,Minutocellus scriptus,
573496,Navicula wawrikae,
573497,Neodelphineis indica,
573543,Pseudoguinardia recta,
573572,Rhizosolenia fallax,
573577,Rhizosolenia hyalina,
573645,Thalassiosira gessneri,
573782,Pyrocystis pseudonoctiluca,
573809,Chlamydomonas quadrilobata,
573836,Chrysochromulina camella,
573868,Eutreptiella cornubiense,
573871,Eutreptiella eupharyngea,
573884,Isochrysis galbana,
573954,Prasinocladus marinus,
574064,Halamphora,
575737,Binuclearia lauterbornii,
576237,Desmodesmus communis,
576250,Limnococcus limneticus,
576275,Monoraphidium tortile,
576679,Pseudoschroederia robusta,
576705,Tetrachlorella,
576706,Tetraedron caudatum,
576713,Treubaria,
576884,Khakista,
577368,Aureodinium pigmentosum,
577493,Cercomonas,
577626,Entomoneis paludosa var. paludosa,
577639,Pseudopodosira westii,
577666,Closterium moniliferum,
577670,Gonium,
577723,Oedogonium,
577724,Phacotus,
577792,Pleurosigma acutum,
577812,Chroomonas coerulea,
577860,Gloeotila,
577861,Gloeotila pelagica,
577876,Pseudanabaena acicularis,
577877,Pandorina morum,
577887,Polyedriopsis spinulosa,
577901,Pleurosigma longum,
577910,Cyclostephanos invisitatus,
578002,Amphitetras,
578241,Monoraphidium circinale,
578246,Tetrachlorella alternans,
578354,Nephrocytium,
578372,Pseudokirchneriella,
578432,Spermatozopsis,
578433,Spermatozopsis exsultans,
578476,Dolichospermum,
578550,Tabellaria flocculosa var. asterionelloides,
578585,Strobilidium sphaericum,
578704,Leptohalysis scotti,
580116,Choanoflagellatea,
581938,Dinophysis ovum,
582161,Euglenozoa,
582177,Euglenoidea,
582200,Euglenia,
582209,Euglenida,
582210,Eutreptiida,
582421,Radiozoa,
586732,Acantharia,
587514,Clytemnestrinae,NYA
591192,Biddulphianae,
592906,Coccolithophyceae,
593826,Thalassiosira nidulus,
148378,Phoronidae,Meroplankton
595083,Oligotrichida,
595197,Pelagostrobilidium epacrum,
595215,Strombidium chlorophilum,
595701,Parlibellus delognei,
596169,Scenedesmus quadricauda,
596365,Medusa,Ambiguous
599664,Kareniaceae,
599705,Selenastraceae,
600769,Chloromonas,
600926,Goniochloris,
601007,Nephrodiella,
601010,Trachydiscus,
601027,Hafniomonas,
601058,Siderocelis,
601293,Protaspis,
601744,Katablepharis,
601957,Plagiolemma,
602678,Strombus,
602738,Sphaerellocystis,
603098,Pseudopediastrum,
603340,Costasigma,
603675,Pyramidomonas,
604918,Archaeperidinium,
605376,Amoeba,
608578,Ankistrodesmus fusiformis,
608635,Scenedesmus obtusus,
608656,Volvox globator,
609460,Aphanizomenon flosaquae,
609727,Nitzschia paleacea,
609902,Navicula reinhardtii,
610181,Synechococcus elongatus,
610196,Trachelomonas rugulosa,
610206,Glenodinium inaequale,
610251,Kephyrion moniliferum,
610852,Amphikrikos nanus,
610874,Coronastrum ellipsoideum,
610880,Didymocystis inermis,
610883,Diplochloris lunata,
610927,Siderocelis ornata,
610933,Tetrastrum komarekii,
610957,Catena viridis,
611550,Aulacoseira subborealis,
612498,Desmodesmus abundans,
612499,Desmodesmus armatus,
612502,Desmodesmus dispar,
612511,Desmodesmus protuberans,
612513,Desmodesmus serratus,
612515,Desmodesmus subspicatus,
613078,Marvania geminata,
613575,Proboscia curvirostris,
613622,Quadricoccus euryhalinicus,
613733,Spermatozopsis similis,
614618,Preperidinium meunieri,
614620,Protoperidinium marielebouriae,
615435,Helicosphaera carteri,
615467,Chrysochromulina birgeri,
615516,Sclerodinium calyptoglyphe,
615660,Euglena stellata,
616373,Lobocystis planctonica,
616809,Eucampia zoodiacus,
617246,Raphidocelis sigmoidea,
619174,Marvania coccoides,
619304,Dinobryon belgicae,
620842,Katablepharis ovalis,
621192,Monactinus simplex,
621576,Gymnodinium fusiforme,
621601,Pseudopediastrum boryanum,
621617,Cuspidothrix issatschenkoi,
621740,Chaetoceros salsugineum,
621926,Delphineis minutissima,
622311,Nitzschia ventricosa,
622807,Monoraphidium dybowskii,
622810,Monoraphidium intermedium,
622902,Cyanocatenula calyptrata,
622903,Cyanocatena imperfecta,
622906,Aphanothece pseudoglebulenta,
623185,Quadricoccus ellipticus,
623440,Pseudoschroederia antillara,
623532,Hariotina polychorda,
623575,Acutodesmus obliquus,
623576,Acutodesmus acuminatus,
623645,Gymnodinium corollarium,
623653,Palatinus apiculatus,
623754,Conticribra weissflogii,
624065,Halamphora coffeaeformis,
624247,Lepocinclis acus,
624488,Vulcanodinium rugosum,
624607,Archaeperidinium minutum,
624695,Mucidosphaerium pulchellum,
624707,Siderocelis sphaerica,
624737,Desmodesmus granulatus,
624955,Anathece minutissima,
624961,Aphanothece paralleliformis,
624976,Haptolina ericina,
625000,Merismopedia minutissima,
625371,Dolichospermum heterosporum,
625374,Dolichospermum lemmermannii,
625385,Aphanizomenon klebahnii,
625430,Leprotintinnus pellucidus,
626298,Biecheleria halophila,
626348,Cochlearisigma falcatum,
626382,Rhabdolithes claviger,
626938,Desmodesmus flavescens,
626939,Desmodesmus grahneisii,
626979,Distephanopsis staurodon,
627101,Hortobagyiella verrucosa,
627117,Katablepharis remigera,
627304,Pseudogoniochloris tripus,
627627,Merismopedia tranquilla,
627690,Navicula septentrionalis,
635472,Melosira discigera,
640124,Kephyrion inconstans,
641580,Plagioselmis lacustris,
643543,Biddulphia membranacea,
646201,Dinophysis ovum,
647495,Koliella planctonica,
653879,Pyramimonas torta,
656295,Oblea acanthocysta,
658366,Entomosigma peridinioides,
660753,Spirulina subsalsa,
661267,Gyrosigma attenuatum,
662007,Pleurosigma falcatum,
662015,Pleurosigma parkeri,
663187,Sinophysis ebriolus,
663581,Cochlodinium helix,
663583,Protodinium simplex,
663594,Polykrikos schwarzii,
663610,Gyrodinium calyptroglyphe,
663628,Miniscula bipes,
664269,Gloeotila spiralis,
666617,Ankyra lanceolata,
668512,Scenedesmus pectinatus,
668848,Eupodiscus weissflogii,
669542,Moelleria cornuta,
670030,Prymnesium polylepis,
670627,Closterium acutum var. variabile,
671423,Diatoma vulgaris var. linearis,
671778,Biddulphia rhombus var. trigona,
672032,Desmodesmus armatus var. bicaudatus,
676459,Chaetoceros anastomosans var. externus,
685949,Cyclotella striata var mesoleia,
688422,Biddulphia rhombus f. trigona,
688930,Aulacoseira subarctica f. recta,
699394,Trigonium alternans,
699554,Odontella turgida,
699623,Haptolina hirta,
699641,Auliscus sculptus,
700266,Nitzschia robusta,
700481,Grammatophora subtilissima,
702200,Odontella aurita var. obtusa,
704849,Thalassionema nitzschoides,
707679,Karenia aureola,
707830,Gymnodinium litoralis,
707927,Vicicitus globosus,
708245,Raphidosphaera tenerrima,
708293,Gyrosigma tenuirostrum,
708294,Bicosoeca campanulata,
720592,Tortanus (Boreotortanus) discaudatus,NYA
152195,Hydroida,Meroplankton
732333,Chlamydomonadales,
732820,Strombidium emergens,
732868,Schmidingerella serrata,
732974,Oligotrichea,
732976,Tintinnina,
152352,Osteichthyes,Meroplankton
836528,Apicoporus,
836581,Trieres,
837075,Azadinium caudatum,
837220,Tripos falcatus,
837234,Tripos ranipes,
837255,Chrysotila carterae,
837310,Tripos azoricus,
837446,Tripos setaceus,
837453,Tripos horridus,
837455,Tripos inflatus,
837456,Tripos kofoidii,
837459,Tripos lineatus,
838163,Polyblepharides amylifera,
838720,Bumilleriopsis verrucosa,
839179,Verrucodesmus verrucosus,
839181,Verrucodesmus parvus,
839791,Islandinium tricingulatum,
839985,Chaetoceros gelidus,
839991,Trieres mobiliensis,
839996,Trieres regia,
840332,Aulacoseira pusilla,
840518,Lithodesmium variabile,
840626,Tripos fusus,
840627,Tripos furca,
840689,Levanderina fissa,
841182,Tripos arietinus,
841188,Tripos bigelowii,
841189,Tripos brevis,
841190,Tripos bucephalus,
841193,Tripos candelabrus,
841199,Tripos compressus,
841211,Tripos eugrammus,
841248,Tripos hexacanthum,
841251,Tripos incisus,
841259,Tripos longipes,
841260,Tripos macroceros,
841261,Tripos massiliensis,
841263,Tripos minutus,
841287,Durinskia dybowskii,
841746,Tripos pentagonus,
841751,Tripos pulchellus,
842517,Tripos trichoceros,
